company,model,year,fuel_type,transmission,km_driven,owner_type,mileage,engine,price
Mahindra,XUV700,2016,Electric,Automatic,76259,Second,300.0,2289,3696652
Audi,A4,2016,Diesel,Manual,32187,First,14.38,3704,8074447
Audi,A6,2017,Electric,Automatic,12554,Third,300.0,4803,5125407
Volkswagen,Polo,2021,Electric,Manual,73580,First,300.0,1470,1495839
Audi,A6,2023,Petrol,Automatic,70162,Third,10.42,3973,6708085
BMW,X5,2015,Petrol,Manual,128021,Third,14.09,4030,1529075
Mahindra,XUV700,2020,CNG,Manual,63381,Third,15.86,2627,2546483
Hyundai,Venue,2022,Electric,Manual,122196,Second,300.0,1123,1685439
Maruti,Swift,2021,Electric,Manual,148942,Third,300.0,800,820991
BMW,3 Series,2025,Electric,Automatic,19227,Second,300.0,2913,14530766
Mercedes,GLA,2022,CNG,Automatic,30542,First,9.55,4698,10432524
Audi,A6,2023,CNG,Manual,48032,First,8.98,4016,8960558
Mercedes,C-Class,2018,Petrol,Automatic,124811,First,13.02,2780,3739389
Maruti,Vitara Brezza,2025,Petrol,Automatic,137172,Second,27.64,937,455714
Maruti,Dzire,2021,Electric,Manual,50521,Third,300.0,1548,730442
Mercedes,GLA,2020,Electric,Automatic,70074,Third,300.0,3120,8070990
Volkswagen,Polo,2017,Electric,Automatic,148604,Third,300.0,1121,532082
Mercedes,GLA,2019,CNG,Manual,51612,Third,11.8,4063,4823222
Mahindra,Bolero,2024,Electric,Automatic,8347,Second,300.0,2570,6365849
Audi,A4,2018,CNG,Manual,70683,Second,13.88,2599,4351346
BMW,3 Series,2020,Electric,Manual,63800,Third,300.0,4650,5377851
Tata,Nexon,2021,Electric,Automatic,86960,Third,300.0,1365,1081987
Volkswagen,Polo,2025,CNG,Manual,55724,Third,22.49,1101,594318
Honda,City,2021,Petrol,Automatic,74268,Second,19.61,933,1034429
Volkswagen,Tiguan,2017,Petrol,Manual,18331,Second,27.32,1592,986038
Mercedes,GLA,2020,Petrol,Automatic,62661,Third,11.64,2753,6722946
BMW,X5,2021,Petrol,Automatic,60929,First,10.32,4717,8840321
Mercedes,GLA,2022,Petrol,Manual,95703,Third,9.68,3825,4463911
Audi,A6,2021,Petrol,Automatic,146619,Second,9.98,4965,6515260
Mahindra,Bolero,2022,Petrol,Automatic,55465,Third,15.08,2156,1741175
BMW,X5,2015,Petrol,Manual,60882,Third,10.97,4807,2033036
Ford,Figo,2016,Diesel,Manual,91957,Second,12.53,1577,952658
Tata,Punch,2016,Diesel,Automatic,106720,Second,24.3,1261,1001962
Ford,Figo,2016,Petrol,Manual,16931,Third,17.09,2935,2129844
Hyundai,Verna,2025,CNG,Manual,119734,Second,21.95,1190,472155
BMW,3 Series,2017,Electric,Automatic,42768,Third,300.0,3220,7517724
Maruti,Dzire,2023,Diesel,Manual,6318,First,23.97,1386,1077549
Mahindra,XUV700,2021,Diesel,Manual,62878,First,17.01,2763,2587128
Audi,Q5,2015,Electric,Manual,22658,Second,300.0,3026,8019343
Mahindra,Thar,2017,Diesel,Manual,23299,Second,13.91,1896,3088088
Audi,A6,2024,Diesel,Automatic,117278,Second,8.03,2690,6952330
Audi,A6,2019,CNG,Manual,91917,Third,11.24,3965,4309249
Volkswagen,Tiguan,2016,Diesel,Manual,41700,Second,19.96,1351,518784
Maruti,Dzire,2025,Petrol,Automatic,60773,Third,23.52,837,1919563
Honda,Civic,2021,Diesel,Automatic,126818,First,23.1,1313,1461299
Maruti,Vitara Brezza,2018,Diesel,Manual,46739,Second,23.66,983,759275
Volkswagen,Vento,2015,Diesel,Automatic,21478,First,21.69,1070,620455
BMW,5 Series,2021,Electric,Automatic,15460,First,300.0,4656,17922351
Tata,Harrier,2024,Diesel,Automatic,104226,Third,23.88,1174,647433
Ford,EcoSport,2023,Electric,Automatic,132627,Second,300.0,2487,1635392
Honda,Jazz,2017,Diesel,Manual,78612,Third,19.5,1016,484053
Hyundai,Creta,2021,CNG,Manual,130518,Second,20.11,1290,583842
Ford,EcoSport,2018,Petrol,Manual,47239,Third,15.78,1775,1127841
Honda,City,2017,CNG,Manual,111287,Third,27.69,1413,249554
Audi,A6,2016,Diesel,Automatic,128578,Third,9.19,3972,3819054
Mercedes,C-Class,2024,CNG,Manual,94829,Third,12.18,3857,3078219
Ford,EcoSport,2016,Petrol,Manual,137214,Third,14.52,2901,779590
Honda,Jazz,2024,Petrol,Manual,131416,First,19.3,1475,463887
Audi,Q5,2021,Electric,Automatic,143888,First,300.0,3757,9679420
Ford,Endeavour,2024,Petrol,Automatic,71720,First,16.6,2477,2575155
BMW,5 Series,2019,Diesel,Manual,6864,Third,11.66,4367,6988521
Audi,A4,2020,Electric,Automatic,45574,First,300.0,3745,9690097
BMW,5 Series,2024,CNG,Automatic,109190,Third,10.89,2834,7765843
Mahindra,Bolero,2019,CNG,Automatic,109367,Third,17.13,1782,2737403
Toyota,Glanza,2017,Petrol,Manual,110004,Third,16.81,2193,2087632
Maruti,Baleno,2021,Petrol,Manual,128645,First,22.35,1414,465231
Mahindra,Scorpio,2024,Petrol,Automatic,141578,Second,16.27,2086,3457039
Honda,Jazz,2022,Petrol,Manual,140830,Third,19.95,1092,931496
Toyota,Innova,2025,Petrol,Automatic,5075,First,12.52,1822,5873068
Mahindra,Bolero,2021,Diesel,Manual,22987,Third,15.3,1684,4367635
Mahindra,Thar,2019,Diesel,Manual,110894,Second,12.03,2677,1566287
Hyundai,Grand i10,2016,CNG,Automatic,139555,First,26.76,1063,678067
Ford,Figo,2022,Diesel,Automatic,125775,Second,17.17,2701,3294686
Hyundai,Venue,2025,Diesel,Manual,113114,Second,23.17,1161,509392
Tata,Tiago,2019,Petrol,Automatic,94651,Third,23.55,877,620373
Mahindra,XUV700,2024,CNG,Manual,54851,Third,16.42,2521,2486622
Tata,Tiago,2018,Diesel,Manual,98330,Third,25.79,959,475169
Audi,Q5,2022,Petrol,Manual,102306,Second,10.21,4542,7995012
Volkswagen,Polo,2023,CNG,Automatic,38618,First,23.26,855,2412437
BMW,3 Series,2023,CNG,Automatic,50822,Third,14.84,3872,9153121
Maruti,Swift,2025,Diesel,Automatic,31410,Third,21.62,1133,1465115
Tata,Tiago,2019,Electric,Automatic,53211,Second,300.0,1310,2031448
Mahindra,Thar,2021,CNG,Automatic,39377,First,16.12,2679,2819530
Toyota,Glanza,2021,Diesel,Manual,44203,Third,16.83,2468,2006700
Honda,Civic,2022,CNG,Automatic,17506,Third,18.99,1207,910628
Tata,Safari,2025,Petrol,Automatic,92728,Third,21.61,1066,1057593
Ford,EcoSport,2020,Diesel,Manual,98089,Second,16.04,2165,3231074
Volkswagen,Polo,2021,CNG,Automatic,42971,Third,24.41,971,1255395
Mercedes,GLA,2021,Petrol,Manual,95079,First,10.19,2934,6200305
Mercedes,GLA,2021,CNG,Automatic,141560,Second,10.9,3844,4192652
Honda,Amaze,2025,CNG,Manual,48754,First,19.03,1206,972175
Volkswagen,Tiguan,2015,Petrol,Automatic,26823,Third,20.62,906,508889
Ford,Endeavour,2018,Diesel,Automatic,38138,Second,15.16,1768,2208915
Audi,A6,2020,Electric,Automatic,76411,Third,300.0,4246,8591821
Mercedes,E-Class,2025,Electric,Automatic,131262,Second,300.0,4210,5530439
Mahindra,Bolero,2019,Diesel,Automatic,5024,First,16.89,2571,3118729
Volkswagen,Tiguan,2015,Electric,Automatic,7394,Second,300.0,1584,1337267
Maruti,Dzire,2020,Diesel,Automatic,119584,Third,20.5,1204,1081300
Toyota,Camry,2016,Electric,Manual,76267,Third,300.0,2083,2719616
Ford,EcoSport,2016,Diesel,Manual,33929,Second,14.73,2804,2698055
Mercedes,E-Class,2018,CNG,Manual,18010,First,8.15,4191,4508793
Honda,Jazz,2015,Diesel,Manual,8860,First,20.17,1305,1316272
Volkswagen,Vento,2022,Petrol,Automatic,43296,First,20.67,857,1951795
Volkswagen,Polo,2018,CNG,Automatic,36971,First,25.15,1586,1740396
Volkswagen,Polo,2015,Diesel,Automatic,29631,Third,24.66,1333,693332
Audi,A6,2020,Diesel,Manual,149069,Third,8.85,4133,4202282
Toyota,Camry,2015,Diesel,Manual,118812,First,12.09,2164,1593119
Ford,EcoSport,2015,Petrol,Automatic,45630,Third,16.62,2260,1488320
Hyundai,Grand i10,2020,Petrol,Manual,45348,Second,23.36,1518,626016
Toyota,Camry,2023,CNG,Automatic,55584,Third,16.14,1543,3478196
Tata,Nexon,2022,Electric,Automatic,133474,Third,300.0,994,1122471
Volkswagen,Vento,2024,Diesel,Manual,45638,Third,20.96,1260,1191078
Volkswagen,Polo,2025,Electric,Manual,100440,First,300.0,1594,1936978
Audi,Q5,2021,Diesel,Automatic,45404,Third,9.98,4511,8304657
Hyundai,i20,2023,Petrol,Manual,51829,First,20.02,832,1981065
Maruti,Dzire,2025,Electric,Automatic,72092,Third,300.0,850,821630
Toyota,Glanza,2016,Electric,Manual,114039,Second,300.0,2255,1158831
Tata,Punch,2015,Petrol,Automatic,61596,First,18.97,1331,848794
Toyota,Innova,2023,Diesel,Manual,113838,Third,16.6,1716,3023568
Volkswagen,Tiguan,2025,Electric,Manual,52289,First,300.0,1363,2453220
BMW,X5,2022,CNG,Automatic,90106,Third,10.89,3522,7036972
Mahindra,XUV700,2024,Diesel,Automatic,71607,Third,17.77,2237,4490722
Maruti,Vitara Brezza,2015,CNG,Manual,40411,Third,18.07,1109,494242
Mahindra,Scorpio,2019,Diesel,Manual,125683,First,12.94,2228,2013355
Mercedes,C-Class,2018,CNG,Automatic,109804,First,14.43,4330,3768875
Volkswagen,Polo,2022,Petrol,Automatic,105020,First,25.8,880,1415719
Ford,Endeavour,2016,Diesel,Manual,105266,Third,13.83,1610,727452
Mercedes,C-Class,2020,Diesel,Manual,107991,First,13.27,3825,8272024
Toyota,Glanza,2019,Electric,Manual,93124,First,300.0,1669,1782636
Tata,Nexon,2021,Electric,Manual,131070,First,300.0,1372,1483346
Toyota,Innova,2018,Petrol,Automatic,89780,Second,17.54,2902,1350712
Ford,Endeavour,2020,CNG,Manual,95315,Second,15.93,2716,2013454
Mahindra,Bolero,2024,Diesel,Automatic,66207,First,16.11,1908,3811011
Hyundai,i20,2015,Diesel,Manual,8600,Second,24.94,1151,552800
Volkswagen,Polo,2020,Diesel,Manual,148241,First,25.5,1335,1208400
Honda,City,2021,Petrol,Automatic,20757,First,20.01,1090,1576830
Audi,A4,2016,Electric,Automatic,99429,Third,300.0,2441,4743638
Ford,Figo,2016,CNG,Automatic,144345,Third,13.12,1680,1729715
BMW,X5,2015,Petrol,Manual,84934,Third,11.43,3366,1957708
Audi,A6,2020,CNG,Manual,77319,Third,12.38,2253,5249658
Maruti,Dzire,2019,Diesel,Manual,107982,Second,19.37,1472,1010872
Audi,Q5,2025,Diesel,Automatic,45042,First,14.79,3746,12796905
Honda,Amaze,2025,Diesel,Manual,86002,First,25.05,1505,2544249
Ford,EcoSport,2025,Diesel,Automatic,144712,First,12.71,2973,3695165
Honda,City,2020,Electric,Automatic,121130,Second,300.0,1563,1074883
Toyota,Fortuner,2017,Diesel,Manual,74956,Third,15.4,2740,1532040
Toyota,Fortuner,2020,Petrol,Automatic,136681,First,14.81,2738,3748717
Ford,Endeavour,2022,Diesel,Manual,64316,First,14.45,1566,2013304
Ford,EcoSport,2025,Diesel,Manual,51419,First,17.2,2399,6156511
Volkswagen,Polo,2021,Electric,Manual,104712,Third,300.0,1537,457549
Volkswagen,Vento,2015,Diesel,Automatic,15289,Third,21.87,1371,414037
Volkswagen,Vento,2019,CNG,Automatic,115745,First,24.13,1101,550928
Honda,Jazz,2025,Electric,Manual,136244,Third,300.0,915,664753
Mahindra,Bolero,2015,Diesel,Automatic,57935,Third,12.54,2431,1981251
Honda,City,2016,Petrol,Automatic,100143,Third,23.24,887,775720
BMW,X5,2017,Electric,Automatic,49796,First,300.0,3372,6200185
Honda,Amaze,2015,Electric,Automatic,121983,Second,300.0,1095,549259
Toyota,Fortuner,2024,CNG,Manual,135450,Second,15.26,2521,1107776
Volkswagen,Polo,2018,Electric,Automatic,120834,Second,300.0,881,404235
BMW,5 Series,2024,Diesel,Manual,43864,First,12.57,2225,5484245
Maruti,Vitara Brezza,2024,CNG,Automatic,17853,First,22.17,911,1546911
Tata,Punch,2025,Diesel,Automatic,99421,Third,18.93,836,1224755
Ford,EcoSport,2021,Petrol,Automatic,40270,Second,16.17,1749,3208325
Ford,Figo,2018,Diesel,Manual,143660,First,14.9,1679,3026251
Tata,Safari,2024,CNG,Automatic,97760,Third,24.14,932,1556526
Audi,A6,2022,Diesel,Manual,81149,Third,8.01,2792,3035435
Hyundai,Creta,2024,Electric,Automatic,92501,First,300.0,1158,1563569
Toyota,Camry,2019,Petrol,Automatic,137825,Second,13.94,2626,873117
Mahindra,Thar,2021,Petrol,Manual,91642,First,17.53,2192,3863415
Maruti,Vitara Brezza,2017,Electric,Manual,125748,Third,300.0,1349,918227
Ford,Figo,2015,CNG,Automatic,145479,Third,13.25,1538,1188327
Mahindra,Scorpio,2017,CNG,Manual,103367,Second,15.21,2783,1285655
Ford,EcoSport,2024,Petrol,Automatic,87444,Third,12.19,2953,3045544
Toyota,Camry,2022,CNG,Manual,84250,Third,12.67,1858,1225714
Hyundai,Venue,2023,Petrol,Automatic,45390,Third,21.4,994,1898730
BMW,5 Series,2020,Diesel,Manual,39791,Third,13.07,2840,6711469
BMW,3 Series,2015,CNG,Manual,27826,Third,11.27,3365,1980274
Audi,Q5,2019,Petrol,Automatic,60009,Third,9.4,3314,4856705
Mahindra,Bolero,2025,Petrol,Automatic,46286,First,12.69,2060,7831214
Hyundai,Creta,2023,CNG,Automatic,42108,Second,26.04,1521,1346890
Tata,Punch,2020,Electric,Manual,12600,First,300.0,1282,870436
Maruti,Swift,2021,Electric,Manual,121873,Third,300.0,1431,1008531
Audi,Q5,2016,Electric,Manual,127755,First,300.0,2398,5635054
Toyota,Innova,2024,CNG,Automatic,53064,Second,17.5,2932,4362606
Mahindra,Bolero,2022,Petrol,Manual,34592,Second,14.87,2219,2343193
Mahindra,XUV700,2023,Petrol,Automatic,33044,Third,15.34,2167,2132628
BMW,5 Series,2021,Electric,Manual,68882,Third,300.0,4244,7720290
Mahindra,XUV700,2024,Electric,Automatic,94705,Third,300.0,2615,2823469
Hyundai,Grand i10,2022,Petrol,Automatic,30599,Second,19.76,1255,1780315
Hyundai,Grand i10,2021,CNG,Automatic,21117,Third,20.18,892,930642
Audi,A4,2017,Diesel,Automatic,81415,Third,12.31,3597,5122131
Audi,A6,2019,CNG,Automatic,95246,Third,12.08,2365,5732603
Honda,Civic,2015,CNG,Manual,99173,First,26.61,912,295051
Mercedes,E-Class,2025,CNG,Automatic,105024,Second,11.82,3782,5876481
Toyota,Glanza,2020,Electric,Manual,37911,Second,300.0,1775,5125923
Volkswagen,Tiguan,2021,Diesel,Manual,114014,First,26.94,1266,1445329
Volkswagen,Tiguan,2021,Electric,Automatic,64176,Second,300.0,990,703887
Toyota,Camry,2021,CNG,Manual,131685,First,14.21,2943,3249962
Hyundai,Creta,2023,CNG,Automatic,25508,Third,26.9,1335,768711
Audi,Q5,2025,Petrol,Automatic,18834,Third,11.75,3407,4835719
BMW,5 Series,2024,CNG,Automatic,82232,Second,9.17,3184,8163133
Mercedes,E-Class,2015,Electric,Manual,18531,Third,300.0,4688,2639334
Hyundai,Creta,2023,Petrol,Automatic,39744,Second,20.81,1430,1350115
Hyundai,Grand i10,2017,Diesel,Automatic,50979,Second,25.83,1067,997617
BMW,3 Series,2020,Petrol,Manual,45409,Third,13.27,4031,6071376
Toyota,Glanza,2025,Diesel,Manual,95459,Third,15.85,1611,1612323
Volkswagen,Vento,2022,CNG,Automatic,144597,Third,21.8,1039,896425
Honda,Jazz,2015,CNG,Automatic,87755,Second,24.83,1342,322484
BMW,X5,2020,Electric,Automatic,75864,Second,300.0,3093,7876964
Ford,Endeavour,2025,Diesel,Manual,93449,Third,16.14,2887,1995080
Maruti,Vitara Brezza,2015,Petrol,Manual,30611,Second,19.04,1337,988858
Tata,Harrier,2018,Petrol,Manual,29101,Third,27.39,858,765620
Audi,A4,2016,Petrol,Manual,53435,Second,12.87,2454,3776648
Audi,A4,2025,Electric,Automatic,89778,Second,300.0,3054,6428922
Maruti,Ertiga,2021,CNG,Manual,74380,Second,22.41,982,1604223
Toyota,Glanza,2017,Electric,Manual,146723,First,300.0,2383,2862458
Volkswagen,Tiguan,2019,Petrol,Manual,23458,First,25.28,1385,1557132
Volkswagen,Polo,2025,Petrol,Manual,107362,Third,19.52,1072,1060837
Mercedes,C-Class,2023,Electric,Automatic,110883,Second,300.0,4980,5441943
Maruti,Ertiga,2022,Petrol,Automatic,84384,Second,18.55,1210,715665
Mahindra,Scorpio,2022,CNG,Manual,15310,First,15.96,2286,4113245
Hyundai,Verna,2022,Petrol,Automatic,54666,Third,18.36,943,552492
Mercedes,C-Class,2022,Electric,Manual,85669,Third,300.0,4046,8179519
Maruti,Swift,2020,Petrol,Automatic,16223,Third,19.18,1215,1769436
Audi,Q5,2017,Diesel,Manual,42117,First,12.58,4002,8531798
Mercedes,C-Class,2018,Diesel,Manual,18096,First,13.75,3258,5082980
Honda,City,2016,Petrol,Automatic,62821,Third,26.04,864,914410
Audi,A6,2020,Petrol,Manual,60897,Second,12.15,2186,5392387
Tata,Tiago,2021,Diesel,Automatic,48255,Third,20.44,1249,557974
Audi,Q5,2021,Diesel,Manual,26160,Second,8.05,2026,5329373
Mercedes,E-Class,2021,Electric,Manual,42509,First,300.0,4620,11888354
Honda,City,2024,Diesel,Automatic,28074,Third,26.26,1442,1591737
Maruti,Dzire,2018,Diesel,Manual,30082,Third,21.62,1433,1244820
Audi,Q5,2018,CNG,Manual,34538,First,12.8,2611,8024962
Honda,City,2015,CNG,Automatic,118946,First,21.34,1057,888602
Maruti,Dzire,2017,Diesel,Manual,139978,Second,18.71,918,558397
Mercedes,GLA,2020,Electric,Manual,90376,Third,300.0,2942,5172892
Toyota,Glanza,2018,Electric,Manual,128467,First,300.0,2698,2718321
Mercedes,E-Class,2017,Electric,Automatic,124993,First,300.0,4948,7185108
Toyota,Camry,2017,Petrol,Manual,40783,Second,17.11,1727,2707764
Mahindra,XUV700,2019,Diesel,Manual,149901,Third,12.52,1970,1823640
Toyota,Glanza,2022,CNG,Manual,117226,Third,13.49,2005,2225319
Mercedes,C-Class,2024,Petrol,Automatic,15501,First,13.13,3927,14173860
BMW,5 Series,2022,Petrol,Automatic,68048,Second,11.91,2340,4322538
Ford,EcoSport,2017,CNG,Automatic,28784,First,14.88,1532,3008450
Volkswagen,Tiguan,2024,Petrol,Automatic,41339,Second,22.05,1520,2016293
Audi,A4,2025,Petrol,Automatic,92269,Third,8.23,4174,8032728
Mercedes,GLA,2024,Diesel,Manual,93000,Third,11.6,2224,6584861
Hyundai,Venue,2020,Electric,Manual,101058,Second,300.0,979,601335
Toyota,Innova,2020,Diesel,Manual,130434,Third,17.23,2688,1426598
Toyota,Camry,2020,CNG,Automatic,19276,Second,14.24,1629,4422518
BMW,3 Series,2022,CNG,Automatic,101507,Third,14.62,4757,3145538
Volkswagen,Polo,2016,Electric,Manual,25171,Second,300.0,911,734874
Volkswagen,Polo,2018,Petrol,Automatic,146933,Second,22.74,935,856988
Audi,A4,2019,Diesel,Manual,65903,First,12.51,4128,7877255
Audi,Q5,2020,Electric,Automatic,84713,Second,300.0,4323,7429815
Tata,Tiago,2022,CNG,Automatic,43886,First,20.84,1161,1335189
Honda,Civic,2017,Diesel,Manual,67365,First,18.41,919,1105349
Volkswagen,Vento,2020,Diesel,Manual,14093,Third,21.17,1481,1147150
Volkswagen,Tiguan,2017,CNG,Manual,111053,First,25.69,1311,1116295
Honda,City,2023,CNG,Automatic,80976,Second,27.81,1572,1006530
Volkswagen,Vento,2016,Electric,Manual,149430,First,300.0,919,912560
Toyota,Glanza,2020,Petrol,Automatic,56157,First,15.16,2694,3250536
Hyundai,Grand i10,2022,Petrol,Automatic,133572,First,24.03,1125,1814606
Audi,A6,2021,Diesel,Automatic,106217,Second,8.09,3527,6630804
Volkswagen,Tiguan,2016,Diesel,Automatic,113949,Third,20.89,1253,849552
Ford,EcoSport,2024,Petrol,Manual,84490,First,17.93,2472,5097212
Hyundai,Grand i10,2021,Petrol,Manual,76651,Second,19.75,1224,1444562
Honda,Amaze,2017,Electric,Automatic,133604,Third,300.0,843,801296
Tata,Safari,2023,Electric,Manual,5641,First,300.0,957,2953659
Audi,A6,2021,Diesel,Automatic,69159,Third,8.84,2116,6049745
Hyundai,Grand i10,2020,Electric,Automatic,129791,Second,300.0,1510,1337959
Mercedes,C-Class,2019,Diesel,Manual,88802,First,14.15,3888,4356813
Maruti,Alto,2020,Electric,Automatic,80984,First,300.0,1098,961228
Audi,A4,2016,Diesel,Automatic,83924,Second,12.8,3111,4936035
Mercedes,E-Class,2017,Petrol,Manual,78771,Third,13.45,3527,3871427
Honda,City,2018,Diesel,Manual,142796,First,25.13,1344,470915
Hyundai,i20,2017,Petrol,Automatic,86677,Second,21.63,1507,1244810
Mercedes,GLA,2020,Diesel,Automatic,36089,First,8.9,2910,7580259
Tata,Tiago,2018,Diesel,Manual,34287,Second,18.19,879,1602393
Maruti,Baleno,2016,Petrol,Manual,36174,Second,18.43,1059,877519
Hyundai,i20,2024,Diesel,Manual,97152,First,18.91,829,1511833
Mahindra,Thar,2017,Diesel,Manual,8665,First,13.3,2583,2806573
Honda,City,2016,Diesel,Automatic,53529,Second,24.74,1250,593358
Mahindra,Bolero,2021,Diesel,Manual,34581,Second,12.74,2143,2209358
Volkswagen,Vento,2019,Petrol,Manual,134423,Second,21.85,918,910017
Tata,Safari,2018,Electric,Automatic,54488,Second,300.0,871,2144698
Mahindra,XUV700,2015,Electric,Manual,119834,Second,300.0,2570,954272
Ford,Endeavour,2024,Petrol,Manual,100344,First,14.03,1907,4994366
Ford,EcoSport,2018,Electric,Automatic,76558,Second,300.0,2818,3441561
Mercedes,E-Class,2022,CNG,Manual,33321,Second,9.75,2500,8715814
Honda,City,2016,Petrol,Manual,12012,Second,21.83,983,906783
Mercedes,GLA,2016,Petrol,Automatic,57935,Second,12.63,3202,6445301
BMW,5 Series,2023,Petrol,Manual,36230,Second,11.15,3571,8187325
Maruti,Swift,2017,CNG,Manual,117900,Second,21.12,937,750960
Hyundai,Grand i10,2025,Electric,Automatic,45975,Second,300.0,1318,2136353
Ford,Figo,2025,CNG,Automatic,21101,Second,15.54,1557,3517651
Mahindra,Scorpio,2025,CNG,Automatic,117236,First,17.95,2206,4153374
Audi,A4,2018,Diesel,Automatic,27266,Third,8.46,4818,5601282
Honda,City,2023,CNG,Manual,115748,Second,23.15,1381,1149578
Volkswagen,Tiguan,2015,CNG,Automatic,107315,Third,23.73,1130,706900
Audi,A4,2020,Electric,Automatic,83517,First,300.0,3488,7918727
Hyundai,Grand i10,2018,CNG,Automatic,82940,First,22.02,1387,1010744
Hyundai,Grand i10,2016,CNG,Automatic,144215,First,22.27,1286,819183
Audi,A6,2023,CNG,Automatic,146544,Third,9.4,3283,4685074
BMW,5 Series,2025,Diesel,Manual,140325,Third,12.04,2764,4049401
Volkswagen,Vento,2025,Electric,Manual,57598,Third,300.0,1173,1236601
Audi,A6,2021,Electric,Automatic,58361,First,300.0,3689,11189809
Tata,Punch,2018,Electric,Manual,44311,First,300.0,996,1503347
BMW,5 Series,2021,Petrol,Manual,76489,First,8.2,2558,6555448
Honda,City,2022,Petrol,Manual,87288,First,20.98,1416,694374
Ford,Endeavour,2025,Petrol,Automatic,41847,Third,12.67,1983,5180908
BMW,X5,2024,CNG,Automatic,67410,First,8.86,4456,9610691
Mercedes,GLA,2021,Diesel,Automatic,42821,First,9.23,2437,9485195
Tata,Punch,2015,Electric,Automatic,34612,Third,300.0,1124,1397680
Tata,Tiago,2020,Electric,Automatic,10524,Second,300.0,1460,969791
Audi,A4,2025,Diesel,Automatic,105844,Third,12.47,3266,7811289
Audi,A4,2023,Diesel,Automatic,7062,Second,14.49,3609,9739488
Toyota,Camry,2018,Diesel,Automatic,88147,Third,14.44,2819,1087007
Hyundai,Venue,2022,Electric,Automatic,115720,Third,300.0,902,1081590
Mahindra,Bolero,2024,CNG,Automatic,12169,Third,15.85,1606,3096144
Audi,A4,2015,Electric,Manual,85097,Third,300.0,3285,2386350
BMW,X5,2025,Diesel,Automatic,123355,Second,14.11,3959,5183164
Audi,Q5,2020,CNG,Manual,113657,First,9.27,3505,6255153
Mercedes,C-Class,2015,Petrol,Manual,126221,First,9.83,2812,2327496
Mercedes,E-Class,2024,CNG,Manual,101448,First,14.63,2696,4523482
